morp,morp-description,behaviour,o3site,icd10,Comments
9442/1,Gliofibroma  (C71_),Borderline,"C719, All Other Sites","D43.2, See Topo Table B Col F",
9442/3,Gliosarcoma  (C71_),Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9444/1,Chordoid glioma  (C71_),Borderline,"C719, All Other Sites","D43.2, See Topo Table B Col F",
9444/3,"Choriod glioma of third venricle, malignant (C71_)",Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",Not listed in ICD-O-3.2
9445/3,"Glioblastoma, IDH-mutant (C71_)",Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9450/1,"Oligodendroglioma, borderline (C71_)",Borderline,"C719, All Other Sites","D43.2, See Topo Table B Col F",Not listed in ICD-O-3.2
9450/3,"Oligodendroglioma, NOS  (C71_)",Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9451/3,"Oligodendroglioma, anaplastic  (C71_)",Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9460/3,Oligodendroblastoma  (C71_),Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9470/3,"Medulloblastoma, NOS (C716)",Malignant,"C716, All Other Sites","C71.6, See Topo Table B Col B",
9471/3,Desmoplastic nodular medulloblastoma (C716),Malignant,"C716, All Other Sites","C71.6, See Topo Table B Col B",
9472/3,Medullomyoblastoma (C716),Malignant,"C716, All Other Sites","C71.6, See Topo Table B Col B",
9473/3,"CNS embryonal tumor, NOS (C716)",Malignant,"C716, All Other Sites","C71.6, See Topo Table B Col B",
9474/3,Large cell medulloblastoma (C716),Malignant,"C716, All Other Sites","C71.6, See Topo Table B Col B",
9475/3,"Medulloblastoma, WNT-activated, NOS (C716) (ICD-O-3.2 update)",Malignant,"C716, All Other Sites","C71.6, See Topo Table B Col B",New code 2021+
9476/3,"Medulloblastoma, SHH-activated and TP53-mutant (C716) (ICD-O-3.2 update)",Malignant,"C716, All Other Sites","C71.6, See Topo Table B Col B",New code 2021+
9477/3,"Medulloblastoma, non-WNT/non-SHH (C716) (ICD-O-3.2 update)",Malignant,"C716, All Other Sites","C71.6, See Topo Table B Col B",New code 2021+
9478/3,Embryonal tumor with multilayered rosettes with C19MC alteration (C71_) (ICD-O-3.2 update),Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",New code 2021+
9480/3,"Cerebellar sarcoma, NOS (C716)",Malignant,"C716, All Other Sites","C71.6, See Topo Table B Col B",
9490/1,"Ganglioneuroma, borderline (C49_)",Borderline,"C499, All Other Sites","D48.1, See Topo Table B Col F",Not listed in ICD-O-3.2
9490/3,Ganglioneuroblastoma (C49_),Malignant,"C499, All Other Sites","C49.9, See Topo Table B Col B",
9500/2,"Neuroblastoma, NOS, in situ",In-Situ,Specific sites,See Topo Table B Col D,Not listed in ICD-O-3.2
9500/3,"Neuroblastoma, NOS",Malignant,Specific Sites,See Topo Table B Col B,
9501/3,"Medulloepithelioma, NOS (C694)",Malignant,"C694, All Other Sites","C69.4, See Topo Table B Col B",
9502/3,"Teratoid medulloepithelioma, NOS",Malignant,Specific Sites,See Topo Table B Col B,
9503/3,"Neuroepithelioma, NOS",Malignant,Specific Sites,See Topo Table B Col B,
9504/3,Spongioneuroblastoma,Malignant,Specific Sites,See Topo Table B Col B,
9505/1,"Ganglioglioma, NOS",Borderline,Specific Sites,See Topo Table B Col F,
9505/3,"Ganglioglioma, anaplastic",Malignant,Specific Sites,See Topo Table B Col B,
9506/1,Central neurocytoma,Borderline,Specific Sites,See Topo Table B Col F,
9506/3,"Neurocytoma, malignant",Malignant,Specific Sites,See Topo Table B Col B,Not listed in ICD-O-3.2
9508/3,Atypical teratoid/rhabdoid tumor (C71_),Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9509/1,Papillary glioneuronal tumor,Borderline,Specific Sites,See Topo Table B Col F,
9509/3,Diffuse leptomeningeal glioneuronal tumor (C71_) (2023 update),Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",Not listed in ICD-O-3.2
9510/3,"Retinoblastoma, NOS (C692)",Malignant,"C692, All Other Sites","C69.2, See Topo Table B Col B",
9511/3,"Retinoblastoma, differentiated (C692)",Malignant,"C692, All Other Sites","C69.2, See Topo Table B Col B",
9512/3,"Retinoblastoma, undifferentiated (C692)",Malignant,"C692, All Other Sites","C69.2, See Topo Table B Col B",
9513/3,"Retinoblastoma, diffuse (C692)",Malignant,"C692, All Other Sites","C69.2, See Topo Table B Col B",
9514/1,"Retinoblastoma, spontaneously regressed (C692)",Borderline,"C692, All Other Sites","D48.7, See Topo Table B Col F",
9520/3,Olfactory neurogenic tumor (C300),Malignant,"C300, All Other Sites","C30.0, See Topo Table B Col B",
9521/3,Olfactory neurocytoma  (C300),Malignant,"C300, All Other Sites","C30.0, See Topo Table B Col B",
9522/3,Olfactory neuroblastoma  (C300),Malignant,"C300, All Other Sites","C30.0, See Topo Table B Col B",
9523/3,Olfactory neuroepithelioma  (C300),Malignant,"C300, All Other Sites","C30.0, See Topo Table B Col B",
9530/1,"Meningiomatosis, NOS (ICD-O-3.2 update) (C70_)",Borderline,"C709, All Other Sites","D42.9, See Topo Table B Col F",Not listed in ICD-O-3.2
9530/3,"Meningioma, malignant  (C70_)",Malignant,"C709, All Other Sites","C70.9, See Topo Table B Col B",
9531/1,"Meningiothelial meningioma, borderline (C70_)",Borderline,"C709, All Other Sites","D42.9, See Topo Table B Col F",Not listed in ICD-O-3.2
9531/3,"Meningiothelial meningioma, malignant (C70_)",Malignant,"C709, All Other Sites","C70.9, See Topo Table B Col B",Not listed in ICD-O-3.2
9532/3,"Fibrous meningioma, malignant (C70_)",Malignant,"C709, All Other Sites","C70.9, See Topo Table B Col B",Not listed in ICD-O-3.2
9533/3,"Psammomatous meningioma, malignant (C70_)",Malignant,"C709, All Other Sites","C70.9, See Topo Table B Col B",Not listed in ICD-O-3.2
9534/3,"Angiomatous meningioma, malignant (C70_)",Malignant,"C709, All Other Sites","C70.9, See Topo Table B Col B",Not listed in ICD-O-3.2
9535/3,"Hemangioblastic meningioma, malignant (C70_)",Malignant,"C709, All Other Sites","C70.9, See Topo Table B Col B",Not listed in ICD-O-3.2
9537/1,"Mixed mengioma, borderline (C70_)",Borderline,"C709, All Other Sites","D42.9, See Topo Table B Col F",Not listed in ICD-O-3.2
9537/3,"Transitional meningioma, malignant (C70_)",Malignant,"C709, All Other Sites","C70.9, See Topo Table B Col B",Not listed in ICD-O-3.2
9538/1,Clear cell meningioma (C70_),Borderline,"C709, All Other Sites","D42.9, See Topo Table B Col F",
9538/3,Papillary meningioma (C70_),Malignant,"C709, All Other Sites","C70.9, See Topo Table B Col B",
9539/1,Atypical meningioma (C70_),Borderline,"C709, All Other Sites","D42.9, See Topo Table B Col F",
9539/3,Meningeal sarcomatosis (C70_),Malignant,"C709, All Other Sites","C70.9, See Topo Table B Col B",
9540/1,"Neurofibromatosis, NOS (ICD-O-3.2 update, code deleted)",Borderline,All Sites,Q85.0,
9540/3,"Malignant peripheral nerve sheath tumor, NOS",Malignant,Specific Sites,See Topo Table B Col B,
9542/3,"Malignant peripheral nerve sheath tumor, epithelioid (ICD-O-3.2 update)",Malignant,Specific Sites,See Topo Table B Col B,New code 2021+
9560/1,"Melanotic schwannoma (ICD-O-3.2, now includes 9560/0)",Borderline,Specific Sites,See Topo Table B Col F,
9560/3,"Neurilemoma, malignant",Malignant,Specific Sites,See Topo Table B Col B,
9561/3,Malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation,Malignant,Specific Sites,See Topo Table B Col B,
9562/3,"Neurothekeoma, malignant",Malignant,Specific Sites,See Topo Table B Col B,
9571/3,"Perineurioma, malignant",Malignant,Specific Sites,See Topo Table B Col B,
9580/3,"Granular cell tumor, malignant (C49_)",Malignant,"C499, All Other Sites","C49.9, See Topo Table B Col B",
9581/3,Alveolar soft part sarcoma (C49_),Malignant,"C499, All Other Sites","C49.9, See Topo Table B Col B",
9590/3,"Malignant lymphoma, NOS",Malignant,All Sites,C85.9,
9591/1,"Monoclonal B-cell lymphocytosis, NOS (ICD-O-3.2 update)",Malignant,All Sites,D72.8,New code 2021+
9591/3,"Malignant lymphoma, non-Hodgkin, NOS",Malignant,All Sites,C85.1,
9596/3,"B-cell lymphoma, unclassifiable, with features intermediate between diffuse large B-cell lymphoma  and classical Hodgkin lymphoma (C77_) (2010 ICD-O-3 update)",Malignant,All Sites,C83.3,
9597/3,Primary cutaneous follicle centre lymphoma (2010 ICD-O-3 update),Malignant,All Sites,C82.7,
9650/3,Classical Hodgkin lymphoma (ICD-O-3 update) (C77_),Malignant,All Sites,C81.9,
9651/3,Lymphocyte-rich classical Hodgkin lymphoma (C77_),Malignant,All Sites,C81.7,
9652/3,Mixed cellularity classical Hodgkin lymphoma (C77_),Malignant,All Sites,C81.2,
9653/3,Lymphocyte-depleted classical Hodgkin lymphoma (C77_) (2010 ICD-O-3 update),Malignant,All Sites,C81.3,
9654/3,"Hodgkin lymphoma, lymphocytic depletion, diffuse fibrosis [OBS] (C77_), (2010 ICD-O-3 update, see 9651/3)",Malignant,All Sites,C81.3,
9655/3,"Hodgkin lymphoma, lymphocyte depletion, reticular (C77_)",Malignant,All Sites,C81.3,
9659/3,Nodular lymphocyte predominant Hodgkin lymphoma (C77_),Malignant,All Sites,C81.0,
9661/3,"Hodgkin granuloma [OBS], (C77_), (2010 ICD-O-3 update, see 9650/3)",Malignant,All Sites,C81.7,
9662/3,"Hodgkin sarcoma [OBS] (C77_), (2010 ICD-O-3 update, see 9650/3)",Malignant,All Sites,C81.7,
9663/3,Nodular sclerosis classical Hodgkin lymphoma (C77_),Malignant,All Sites,C81.1,
9664/3,"Hodgkin lymphoma, nodular sclerosis, cellular phase [OBS],  (C77_), (2010 ICD-O-3 update, see 9663/3)",Malignant,All Sites,C81.1,
9665/3,"Hodgkin lymphoma, nodular sclerosis, grade 1 [OBS],  (C77_), (2010 ICD-O-3 update, see 9663/3)",Malignant,All Sites,C81.1,
9667/3,"Hodgkin lymphoma, nodular sclerosis, grade 2 [OBS] (C77_), (2010 ICD-O-3 update, see 9663/3)",Malignant,All Sites,C81.1,
9670/3,"Malignant lymphoma, small B lymphocytes, NOS [OBS], see 9823/3 (2010 ICD-O-3 update)",Malignant,All Sites,C83.0,
9671/3,Lymphoplasmacytic lymphoma,Malignant,All Sites,C88.0,
9673/1,In situ mantle cell neoplasia (ICD-O-3.2 update),Borderline,All Sites,D47.7,New code 2021+
9673/3,Mantle cell lymphoma,Malignant,All Sites,C83.1,
9675/3,"Malignant lymphoma, mixed small and large cell, diffuse [OBS], (2010 ICD-O-3 update, see 9690/3)",Malignant,All Sites,C83.2,
9678/3,Primary effusion lymphoma,Malignant,All Sites,C83.8,
9679/3,"Primary mediastinal (thymic) large B-cell lymphoma (C379, C38.3)",Malignant,All Sites,C83.8,
9680/1,EBV positive mucocutaneous ulcer (ICD-O-3.2 update),Borderline,All Sites,D47.7,New code 2021+
9680/3,Diffuse large B-cell lymphoma (DLBCL),Malignant,All Sites,C83.3,
9684/3,"Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS [OBS], (2010 ICD-O-3 update, see 9680/3)",Malignant,All Sites,C83.4,
9687/3,Burkitt lymphoma,Malignant,All Sites,C83.7,
9688/3,T-cell histiocyte-rich large B-cell lymphoma (C77_),Malignant,All Sites,C83.3,
9689/3,Splenic marginal zone lymphoma (C422),Malignant,All Sites,C83.0,
9690/3,Follicular lymphoma,Malignant,All Sites,C82.9,
9691/3,"Follicular lymphoma, grade 2",Malignant,All Sites,C82.1,
9695/1,In situ follicular neoplasia (ICD-O-3.2 update),Borderline,All Sites,D47.7,New code 2021+
9695/3,"Follicular lymphoma, grade 1",Malignant,All Sites,C82.0,
9698/3,"Follicular lymphoma, grade 3",Malignant,All Sites,C82.2,
9699/3,Extranodal marginal zone lymphoma of mucosal-associated lymphoid tissue (MALT lymphoma),Malignant,All Sites,C83.0,
9700/3,Mycosis fungoides (C44_),Malignant,All Sites,C84.0,
9701/3,Sezary syndrome (C44_),Malignant,All Sites,C84.1,
9702/1,Indolent T-cell lymphoproliferative disorder of the gastrointestina tract (ICD-O-3.2 update),Borderline,All Sites,D47.7,New code 2021+
9702/3,"Peripheral T-cell lymphoma, NOS",Malignant,All Sites,C84.4,
9705/3,Angioimmunoblastic T-cell lymphoma,Malignant,All Sites,C84.5,
9708/3,Subcutaneous panniculitis-like T-cell lymphoma (C49_),Malignant,All Sites,C84.5,
9709/1,Primary cutaneous CD4-positive small/medium T-cell lymphoproliferative disorder (ICD-O-3.2 update),Borderline,All Sites,D47.7,New code 2021+
9709/3,"Primary cutaneous T-cell lymphoma (C44_) (ICD-O-3.2 update, alternate name removed, see 9709/1)",Malignant,All Sites,C84.5,
9712/3,Intravascular large B-cell lymphoma (2010 ICD-O-3 update),Malignant,All Sites,C83.8,
9714/3,"Anaplastic large cell lymphoma, ALK-positive",Malignant,All Sites,C84.5,
9715/3,"Anaplastic large cell lymphoma, ALK-negative (ICD-O-3.2 update)",Malignant,All Sites,C84.5,New code 2021+
9716/3,Hepatosplenic T-cell lymphoma (C422),Malignant,All Sites,C84.5,
9717/3,Enteropathy-associated T-cell lymphoma,Malignant,All Sites,C84.5,
9718/1,Primary cutaneous CD30+ T-cell lymphoproliferative disorder  (C44_) (ICD-O-3.2 update),Borderline,All Sites,D47.7,New code 2021+
9718/3,"Primary cutaneous CD30-positive T-cell lymphoproliferative disorders (C44_) (ICD-O-3.2 update, alternate name removed, see 9718/1)",Malignant,All Sites,C84.4,
9719/3,"Extranodal NK--/T-cell lymphoma, nasal type",Malignant,All Sites,C84.5,
9724/3,Systemic EBV-positive T-cell lymphoproliferative disease of childhood (2010 ICD-O-3 update),Malignant,All Sites,C84.5,
9725/1,Hydroa vacciniforme-like lymphoma (C44_) (ICD-O-3.2 update),Borderline,All Sites,D47.7,New code 2021+
9725/3,"Hydroa vacciniforme-like lymphoma (C44_) (ICD-O-3.2 update, see 9725/1)",Malignant,All Sites,C84.5,
9726/3,"Primary cutaneous gamma delta T-cell lymphoma  (C44_, C49_) (2010 ICD-O-3 update)",Malignant,All Sites,C84.4,
9727/3,Blastic plasmacytoid dendritic cell neoplasm,Malignant,All Sites,C85.7,
9728/3,"Precursor B-lymphoblastic lymphoma [OBS], (2010 ICD-O-3 update, see 9811/3)",Malignant,All Sites,C83.5,
9729/3,"Precursor T--cell lymphoblastic lymphoma, NOS [OBS], (2010 ICD-O-3 update, see 9837/3)",Malignant,All Sites,C83.5,
9731/3,"Solitary plasmacytoma of bone (C40_, C41_)",Malignant,All Sites,C90.2,
9732/3,Plasma cell myeloma (C421),Malignant,All Sites,C90.0,
9733/3,"Plasma cell leukemia [OBS], (C421) (2010 ICD-O-3 update, see 9732/3)",Malignant,All Sites,C90.1,
9734/3,Extraosseous plasmacytoma,Malignant,All Sites,C90.2,
9735/3,Plasmablastic lymphoma (2010 ICD-O-3 update),Malignant,All Sites,C83.3,
9737/3,ALK-positive large B-cell lymphoma,Malignant,All Sites,C83.3,
9738/1,HHV8-positive germinotrophic-lymphoproliferative disorder (ICD-O-3.2 update),Borderline,All Sites,D47.7,New code 2021+
9738/3,Large B-cell lymphoma arising in HHV8-associated multicentric Castleman disease (2010 ICD-O-3 update),Malignant,All Sites,C83.3,
9740/1,Solitary mastocytoma of skin,Borderline,All Sites,D47.0,
9740/3,Mast cell sarcoma,Malignant,All Sites,C96.2,
9741/1,Indolent systemic mastocytosis,Borderline,All Sites,D47.0,New code 2021+
9741/3,Systemic mastocytosis (C421),Malignant,All Sites,C96.2,
9742/3,Mast cell leukemia (C421),Malignant,All Sites,C94.3,
9749/1,Juvenile xanthogranuloma (C715) (2023 update),Borderline,All Sites,D76.3,New code 2023+
9749/3,Erdheim-Chester disease (ICD-O-3.2 update),Malignant,All Sites,C96.2,New code 2021+
9750/3,"Malignant histiocytosis [OBS], (2010 ICD-O-3 update, see 9751/3)",Malignant,All Sites,C96.1,
9751/1,"Langerhans cell histiocytosis, NOS (ICD-O-3.2 update)",Borderline,All Sites,D76.0,New code 2021+
9751/3,"Langerhans cell histiocytosis (ICD-O-3.2 update, alternate names moved to 9751/1)",Malignant,All Sites,C96.0,
9752/1,"Langerhans cell histiocytosis, unifocal [OBS], (2010 ICD-O-3 update, see 9751/3)",Borderline,All Sites,D76.0,
9753/1,"Langerhans cell histiocytosis, multifocal [OBS], (2010 ICD-O-3 update, see 9751/3)",Borderline,All Sites,D76.0,
9754/3,"Langerhans cell histiocytosis, disseminated [OBS], (2010 ICD-O-3 update, see 9751/3)",Malignant,All Sites,C96.0,
9755/3,Histiocytic sarcoma,Malignant,All Sites,C96.3,
9756/3,Langerhans cell sarcoma,Malignant,All Sites,C96.7,
9757/3,Interdigitating dendritic cell sarcoma,Malignant,All Sites,C96.7,
9758/3,Follicular dendritic cell sarcoma,Malignant,All Sites,C96.7,
9759/3,Fibroblastic reticular cell tumor (2010 ICD-O-3 update),Malignant,All Sites,C96.7,
9760/3,"Immunoproliferative disease, NOS [OBS] (2010 ICD-O-3 update, see 9762/3)",Malignant,All Sites,C88.9,
9761/1,IgM monoclonal gammopathy of undetermined significance (ICD-O-3.2 update),Borderline,All Sites,D47.2,New code 2021+
9761/3,Waldenstrom macroglobulinemia (C421),Malignant,All Sites,C88.0,
9762/3,Heavy chain disease,Malignant,All Sites,C88.1,
9764/3,"Immunoproliferative small intestinal disease [OBS], (2010 ICD-O-3 update, see 9762/3)",Malignant,All Sites,C88.3,
9765/1,Monoclonal gammopathy of undetermined significance,Borderline,All Sites,D47.2,
9766/1,Angiocentric immunoproliferative lesion,Borderline,All Sites,D47.9,
9766/3,"Lymphomatoid granulomatosis, grade 3 (ICD-O-3.2 update)",Malignant,All Sites,C83.8,New code 2021+
9767/1,Angioimmunoblastic lymphadenopathy,Borderline,All Sites,D47.7,
9768/1,T gamma-lymphoproliferative disease,Borderline,All Sites,D47.7,
9769/1,Immunoglobulin deposition disease,Borderline,All Sites,D47.7,
9769/3,"Immunoglobulin deposition disease, malignant",Malignant,All Sites,C88.8,Not listed in ICD-O-3.2
9800/3,"Leukemia, NOS (C421)",Malignant,All Sites,C95.9,
9801/3,Acute undifferentiated leukemia (C421),Malignant,All Sites,C95.0,
9805/3,"Acute biphenotypic leukemia [OBS] (C421), (2010 ICD-O-3 update, see codes 9806/3-9809/3)",Malignant,All Sites,C95.0,
9806/3,Mixed phenotype acute leukemia with t(9;22)(q34;q11.2);BCR-ABL1  (C421) (2010 ICD-O-3 update),Malignant,All Sites,C95.0,
9807/3,Mixed phenotype acute leukemia with t(v;11q23); MLL rearranged (C421) (2010 ICD-O-3 update),Malignant,All Sites,C95.0,
9808/3,"Mixed phenotype acute leukemia, B/myeloid, NOS (C421) (2010 ICD-O-3 update)",Malignant,All Sites,C95.0,
9809/3,"Mixed phenotype acute leukemia, T/myeloid, NOS (C421) (2010 ICD-O-3 update)",Malignant,All Sites,C95.0,
9811/3,"B lymphoblastic leukemia/lymphoma, NOS (2010 ICD-O-3 update)",Malignant,All Sites,C91.0,
9812/3,B Lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1 (2010 ICD-O-3 update),Malignant,All Sites,C91.0,
9813/3,B Lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged (2010 ICD-O-3 update),Malignant,All Sites,C91.0,
9814/3,B Lymphoblastic leukemia/lymphoma with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1) (2010 ICD-O-3 update),Malignant,All Sites,C91.0,
9815/3,B Lymphoblastic leukemia/lymphoma with hyperdiploidy (2010 ICD-O-3 update),Malignant,All Sites,C91.0,
9816/3,B Lymphoblastic leukemia/lymphoma with hypodiploidy (Hypodiploid ALL) (2010 ICD-O-3 update),Malignant,All Sites,C91.0,
9817/3,B Lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3-IGH (2010 ICD-O-3 update),Malignant,All Sites,C91.0,
9818/3,B Lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3);E2A-PBX1 (TCF3-PBX1) (2010 ICD-O-3 update),Malignant,All Sites,C91.0,
9819/3,"B Lymphoblastic leukemia/lymphoma, BCR-ABL1-like (ICD-O-3.2 update)",Malignant,All Sites,C91.0,New code 2021+
9820/3,"Lymphoid leukemia, NOS (C421)",Malignant,All Sites,C91.9,
9823/1,"Monoclonal B-cell lymphocytosis, CLL type (ICD-O-3.2 update)",Borderline,All Sites,D72.8,New code 2021+
9823/3,Chronic lymphocytic leukemia/small lymphocytic lymphoma,Malignant,All Sites,C91.1,
9826/3,"Burkitt cell leukemia [OBS] (2021 ICD-O-3 update, see 9687/3) (C421) (",Malignant,All Sites,C91.7,
9827/3,Adult T-cell leukemia/lymphoma,Malignant,All Sites,C91.5,
9831/3,T-cell large granular lymphocytic leukemia (C421),Malignant,All Sites,C91.7,
9832/3,"Prolymphocytic leukemia, NOS (C421)",Malignant,All Sites,C91.3,
9833/3,B-cell prolymphocytic leukemia (C421),Malignant,All Sites,C91.3,
9834/3,T-cell prolymphocytic leukemia (C421),Malignant,All Sites,C91.3,
9835/3,"Precursor cell lymphoblastic leukemia, NOS [OBS} (C421) (2010 ICD-O-3 update, see 9811/3)",Malignant,All Sites,C91.0,
9836/3,"Precursor B-cell lymphoblastic leukemia [OBS} (C421) (2010 ICD-O-3 update, see code 9811/3)",Malignant,All Sites,C91.0,
9837/3,T lymphoblastic leukemia/lymphoma,Malignant,All Sites,C91.0,
9840/3,Acute erythroid leukemia (C421),Malignant,All Sites,C94.0,
9860/3,"Myeloid leukemia, NOS (C421)",Malignant,All Sites,C92.9,
9861/3,"Acute myeloid leukemia, NOS (C421)",Malignant,All Sites,C92.0,
9863/3,"Chronic myeloid leukemia, NOS (C421)",Malignant,All Sites,C92.1,
9865/3,Acute myeloid leukemia with t(6;9)(p23;q34);DEK-NUP214 (C421) (2010 ICD-O-3 update),Malignant,All Sites,C92.0,
9866/3,Acute promyelocytic leukemia (AML with t(15;17)(q22;q12)) PML/RARA (C421),Malignant,All Sites,C92.4,
9867/3,Acute myelomonocytic leukemia (C421),Malignant,All Sites,C92.5,
9869/3,Acute myeloid leukemia with inv(3)(q21;q26.2) or t(3;3)(q21;q26.2); RPN1-EVI1 (C421) (2010 ICD-O-3 update),Malignant,All Sites,C92.0,
9870/3,Acute basophilic leukemia (C421),Malignant,All Sites,C92.0,
9871/3,"Acute myeloid leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22), CBFB-MYH11 (C421) (2010 ICD-O-3 update)",Malignant,All Sites,C92.0,
9872/3,Acute myeloid leukemia with minimal differentiation (C421),Malignant,All Sites,C92.0,
9873/3,Acute myeloid leukemia without maturation (C421),Malignant,All Sites,C92.0,
9874/3,Acute myeloblastic leukemia with maturation (C421),Malignant,All Sites,C92.0,
9875/3,"Chronic myelogenous leukemia, BCR/ABL1 positive (C421)",Malignant,All Sites,C92.1,
9876/3,"Atypical chronic myeloid leukemia, BCR-ABL1 negative (C421)",Malignant,All Sites,C92.1,
9877/3,Acute myeloid leukemia with mutated NPM1  (C421) (ICD-O-3.2 update),Malignant,All Sites,C92.0,New code 2021+
9878/3,Acute myeloid leukemia with biallelic mutation of CEBPA (C421) (ICD-O-3.2 update),Malignant,All Sites,C92.0,New code 2021+
9879/3,Acute myeloid leukemia with mutated RUNX1 (C421)  (ICD-O-3.2 update),Malignant,All Sites,C92.0,New code 2021+
9891/3,Acute monoblastic and monocytic leukemia,Malignant,All Sites,C93.0,
9895/3,Acute myeloid leukemia with myelodysplasia-related changes (C421),Malignant,All Sites,C92.0,
9896/3,"Acute myeloid leukemia, t(8;21)(q22;q22) RUNX1-RUNX1T1 (C421)",Malignant,All Sites,C92.0,
9897/3,Acute myeloid leukemia with t(9;11)(p22;q23);MLLT3-MLL (C421),Malignant,All Sites,C92.0,
9898/1,Transient abnormal myelopoiesis (C421) (2010 ICD-O-3 update),Borderline,All Sites,D47.7,
9898/3,Myeloid leukemia with Down Syndrome (C421) (2010 ICD-O-3 update),Malignant,All Sites,C92.0,
9910/3,Acute megakaryoblastic leukemia (C421),Malignant,All Sites,C94.2,
9911/3,Acute myeloid leukemia (megakaryoblastic) with t(1;22)(p13;q13); RBM15-MKL1  (C421) (2010 ICD-O-3 update),Malignant,All Sites,C92.0,
9912/3,Acute myeloid leukemia with BCR-ABL1 (C421) (ICD-O-3.2 update),Malignant,All Sites,C92.0,New code 2021+
9920/3,Therapy-related myeloid neoplasm (C421),Malignant,All Sites,C92.0,
9930/3,Myeloid sarcoma,Malignant,All Sites,C92.3,
9931/3,Acute panmyelosis with myelofibrosis (C421),Malignant,All Sites,C94.5,
9940/3,Hairy cell leukemia (C421),Malignant,All Sites,C91.4,
9945/3,Chronic myelomonocytic leukemia (C421),Malignant,All Sites,C93.1,
9946/3,Juvenile myelomonocytic leukemia (C421),Malignant,All Sites,C93.1,
9948/3,Aggressive NK-cell leukemia (C421),Malignant,All Sites,C94.7,
9950/3,Polycythemia vera (C421),Malignant,All Sites,D45,
9960/3,"Chronic myeloproliferative disease, NOS [OBS]  (C421), (2010 ICD-O-3 update, see 9975/3)",Malignant,All Sites,D47.1,
9961/3,Primary myelofibrosis (C421),Malignant,All Sites,D47.1,
9962/3,Essential thrombocythemia (C421),Malignant,All Sites,D47.3,
9963/3,Chronic neutrophilic leukemia  (C421),Malignant,All Sites,D47.1,
9964/3,"Chronic eosinophilic leukemia, NOS (C421)",Malignant,All Sites,D47.1,
9965/3,Myeloid and lymphoid neoplasms with PDGFRA rearrangement (C421) (2010 ICD-O-3 update),Malignant,All Sites,C96.7,
9966/3,Myeloid neoplasms with PDGFRB rearrangement (C421) (2010 ICD-O-3 update),Malignant,All Sites,C96.7,
9967/3,Myeloid and lymphoid neoplasms with FGFR1 (C421) (2010 ICD-O-3 update),Malignant,All Sites,C96.7,
9968/3,Myeloid or lymphoid neoplasm with PCM1-JAK2 (C421) (ICD-O-3.2 update),Malignant,All Sites,C96.7,New code 2021+
9970/1,"Lymphoproliferative disorder, NOS",Borderline,All Sites,D47.9,
9970/3,"Lymphoproliferative disease, malignant, NOS",Malignant,All Sites,C96.7,Not listed in ICD-O-3.2
9971/1,"Post transplant lymphoproliferative disorder, NOS (ICD-O-3.2 update)",Borderline,All Sites,D47.7,
9971/3,"Post transplant lymphoproliferative disorder  (ICD-O-3.2 update, see code 9971/1)",Malignant,All Sites,D47.7,Valid 2010-2020 only
9975/3,Myeloproliferative neoplasm unclassifiable  (C421) (2010 ICD-O-3 update),Malignant,All Sites,D47.1,
9980/3,Myelodysplastic syndrome with single lineage dysplasia (C421),Malignant,All Sites,D46.0,
9982/3,Myelodysplastic syndrome with ring sideroblasts and single lineage dysplasia,Malignant,All Sites,D46.1,
9983/3,Myelodysplastic syndrome with excess blasts (C421),Malignant,All Sites,D46.2,
9984/3,"Refractory anemia with excess blasts in transformation [OBS] (C421), (2010 ICD-O-3 update, see 9983/3)",Malignant,All Sites,D46.3,
9985/3,Refractory cytopenia with multilineage dysplasia (C421),Malignant,All Sites,D46.7,
9986/3,Myelodysplastic syndrome associated with isolated del(5q) (C421),Malignant,All Sites,D46.7,
9987/3,"Therapy related myelodysplastic syndrome, NOS [OBS] (C421), (2010 ICD-O-3 update, see 9920/3)",Malignant,All Sites,D46.7,
9989/3,"Myelodysplastic syndrome, NOS (C421)",Malignant,All Sites,D46.9,
9991/3,"Refractory neutropenia, [OBS] (C421) (ICD-O-3.2 update, see code 9980)",Malignant,All Sites,D46.0,Valid 2010-2020 only
9992/3,"Refractory thrombocytopenia, [OBS] (C421) (ICD-O-3.2 update, see code 9980)",Malignant,All Sites,D46.0,Valid 2010-2020 only
